Word,Riddle,Class
bat,"I fly at night, but I can't see, I am a mammal, but what am I??",what am i
prince,My full powers come when my makers are dead; I await a heavy hat to put on my head.  What am I?,what am i
bin,"I am wasteful, but home to those unwanted. What am I?",what am i
wave,"I can be as blue as the sky or have a white top. I roll through my world and crash into yours. I can be as gentle as a newborn puppy or as vicious as an angered bull, ripping through anything I find. I will topple anything you put in my way if I am strong enough. What am I?",what am i
your heart,"I'm knitted with love, hatred, passion, depression, gifted, feelings, sober and colors.  My seams rip easily, so don't breathe on me too hard.  When drenched in rum, like I'm usually am I laugh and excite and clap, but when ticked off I make you bounce away and release sweat glands.  I live in a darkened shed ordered by neighbors to stay silent and just flow with my stream, what am I?",what am i
eye,"You need me to see me, I can be quite pretty; I come in different shades, But no shapes or sizes; What am I?",what am i
bloody penguin,I am black and white all over with red! what am I?,what am i
key,I turn around once. What is out will not get in. I turn around again. What is in will not get out. What am I?,what am i
optical illusion,"What your eyes think is there actually is not, but the magical image is hidden within  the ""plot. "" What is it?",what is it
road,I run in and out of town all day and night and yet I never get tired? What am I?,what am i
candle,Its pure body is destroyed after it meets Miss Gold. It can get shorter when it gets older but wind will extinguish it. It love to glow. Breath is its foe.  What is it?,what is it
david,"500 is at my end and my start, yet 5 is at my heart.The first letter and the first number make me complete.My name is that of a king.What am I?",what am i
echo,"I repeat only the last word you say. The more I repeat, the softer I got. I cannot be seen but can be heard. What am I?",what am i
scorpion,I sting people badly until they die.  I have a long tail and have claws.  What am I?,what am i
hunger,I am a poison strong enough to kill the sturdiest of men but I have the power to make even the vilest of dishes irresistible. What am I?,what am i
half,I am partially baked i am not completely lit i am a portion of the moon i am lesser than full wit i am a divider of the hour i am not a total lie i am a sibling through one parent what am i ??,what am i
Clouds.,"I can fly but have no wings. I can cry but I have no eyes. Wherever I go, darkness follows me. What am I?",what am i
piano,"I am a box that holds keys without locks, yet they can unlock your soul. What am I?",what am i
trail,"What can climb mountains, cross streams, handle hundreds of feet each day, yet never moves? What is it?",what is it
Apple,"My rosy cheeks and sweet demeanor, Help to make your body leaner. What am I?",what am i
shadow,"I'm as small as an ant, as big as a whale. I'll approach like a breeze but can come like a gale. By some, I get hit, but all have shown fear. I'll dance to the music, though I can't hear. Of names, I have many, of names I have one. I'm as slow as a snail, but from me, you can't run. What am I?",what am i
minute,"I can be short, but I can be long. I will get ticked off if I hear an alarm. I start in 60 seconds and am gone in 60 seconds.  In New York it is all in the way some perceive me.  What am I?",what am i
noun,"i am, every person you can know and every place that you can go im everything that you can show.  Quite interesting too what am i that you use?",what am i
temper,"The shorter I am, the bigger I am. What am I?",what am i
Shift key,"It's only if I'm to be used.That your remarks can be enthused. Without me you can still function.Although missing a conjunction. Though each play their role as they are.One I make money, one a star. I'm useful in combination.But useless in isolation. What am I?",what am i
poland spring ,I am a Country and I am also a type of water.  What am I?,what am i
riddle,"I am never quite what I appear to be. Straightforward I seem, but it's only skin deep. For mystery most often lies beneath my simple speech. Sharpen your wits, open your eyes, look beyond my exteriors, read me backwards, forwards, upside down. Think and answer the question. What am I?",what am i
heart attack,My first contains one's innermost feelings.My second sends one's enemies reeling.My whole likely brings its victim keeling. What am I?,what am i
lie,"I am not as they say, But I am in the way. I'm not the answer to the question, More an alternative suggestion. What am I?",what am i
sail,"You use me for my name, I'm not a breeze to tame, I'm fastest when I'm full and when it's cheap it sounds the same. You'll spot a nest near me (although I'm not a tree), the sea is fore, the sea is aft, it's all around, you see. What am I?",what am i
onion,You use a knife to slice my head and weep beside me when I am dead.What am I?,what am i
feet,"You think on me, drag me, you're sometimes under me. You'll often plant me but I'll never sprout or grow roots. What am I?",what am i
broom,"I brush along silent as a mouse, I can help you clean your house. It doesn't matter if I am short or long, I will still just brush along. I have no head, and I have no hair .Dirt and dust beware!!  What am I?",what am i
soap,I shrink smaller every time I take a bath. What am I?,what am i
Aladdin,"I live in the street. I steal food. I was put in jail, only to get out. I met a beautiful girl,I sing One Jump Ahead.Who am I?",who am i
bill,I'm flat. You use me everyday. You need me to live. But you give me away everyday. I'm coloured and I have a founding father on me. What am I?,what am i
bumper car,"When you are inside me, you will be encouraged to slam other cars. What am I?",what am i
ice,"A simple riddle you behold, All that glitters is not gold. My first is second in line, I'll send shivers up your spine. Though I'm not quite shining bright, I seem to glitter in the light. What am I?",what am i
baby,My mom has just had a baby but is not my brother or sister.  Who am I?,who am i
individual,"I'm always with a group, but I do not blend in. What am I?",what am i
