Word,PQConcepts,GoldRiddle,mFLAG,GenRiddle
war,"['a bad thing', 'a war', 'battle', 'a battle']","A harvest sown and reaped on the same day In an unplowed field, Which increases without growing, Remains whole though it is eaten Within and without, Is useless and yet The staple of nations. What is it?"," bring destruction and strife, leaving behind scars in my wake. Nations clash in my embrace, What am I?","I bring destruction and strife,
Leaving behind scars in my wake.
Nations clash in my embrace,
What am I?"
snowman,['figure'],"I am a cold man without a soul. If there is warmth in me, it slowly will kill me.  What am I?"," am built from snow, With a carrot for a nose, When the cold wind blows, I stand tall and like a tree. What am I?","I am built from snow,
With a carrot for a nose,
When the cold wind blows,
I stand tall and froze.
What am I?"
clock,"['a clock', 'a desk', 'a house', 'continue to tick', 'device', 'a device']","I can be a square, I can be a circle. I can be on any kind of decoration piece you want. I can sound like a wind chime or a bird.  I can glow in the dark.  I can be carried around in your pocket or sit on your dashboard. I can talk or not talk, use my hands or not use my hands. Either way I get my message across. What am I?"," have a face but no eyes, I have hands but cannot hold, I tick and tock but never speak, I govern time but have no soul. What am I?","I have a face but no eyes,
I have hands but cannot hold,
I tick and tock but never speak,
I govern time but have no soul.
What am I?"
bell,['chime'],"I can speak with my hard metal tongue. But I cannot breathe, for I have no lung. What am I?","!   I ring and chime, but I'm not a clock, I'm used in churches, And can be round or tall, What am I?","Sure! 

I ring and chime,
But I'm not a clock,
I'm used in churches,
And can be round or tall,
What am I?"
dog,"['a bone', 'a canine', 'a kennel', 'a loyal friend', 'animal', 'a zoo', 'an animal']","Forward I am an animal, but backward I am one who no man can ever see. What am I?"," am a loyal companion, With fur so soft and brown, I'll wag my tail and play, but please don't let me roam around.  What am I?","I am a loyal companion,
With fur so soft and brown,
I'll wag my tail and play,
But please don't let me roam around. 
What am I?"
soda,"['a beverage', 'a can', 'a drink', 'a soda', 'carbonated', 'berkarbonat', 'brusende']","Part carbon, part water, I am poison to the fishes. Many have falsely claimed my name, for I am the pause that refreshes. What am I?"," can make you fizzy and sweet, I come in a variety of flavors to meet. I am carbonated and cold, quenching your thirst and leaving you feeling like a badass.","I can make you fizzy and sweet, I come in a variety of flavors to meet. I am carbonated and cold, quenching your thirst and leaving you feeling bold. What am I?"
Apple,[],"I__ red, but I can be green. At times, I might even be yellow. What am I?"," am sweet and red,  A favorite snack before bed,  I grow on a tree,  And first in the alphabet, you see.  What am I?","I am sweet and red, 
A favorite snack before bed, 
I grow on a tree, 
And first in the alphabet, you see. 
What am I?"
fart,"['clear the room', 'eat beans', 'eat lots of beans', 'flatulate', 'accompanying']","Sometimes I am born in silence, Other times, no. I am unseen, But I make my presence known. In time, I fade without a trace. I harm no one, but I am unpopular with all. What am I?"," am a bodily function that can be quite rude Often with a sound that is lewd I come from the back end And make people cringe and clench What am I, this gas that will elude?","I am a bodily function that can be quite rude
Often with a sound that is lewd
I come from the back end
And make people cringe and clench
What am I, this gas that will elude?
Hint: I start with an ""f"" and end with a ""t"""
rope,"['a backpack', 'a boat', 'a rope', 'trip a person']",I am a piece of equipment that has hundreds of uses; I can even be used to save a life! I am not a medicine and I am non-electric. I come in all shapes and sizes. It doesn't require much specialist training to be used. What am I?," am a lifeline in a bind, Strong and sturdy, yet flexible and kind. I tie things in place, or help you climb steep, What am I? I am a... ?","I am a lifeline in a bind,
Strong and sturdy, yet flexible and kind.
I tie things in place, or help you climb steep,
What am I? I am a... ?"
gravity,"['a force of nature', 'a property of matter', 'force']",I am what bring things together. Without me everything you see would be a total mass or debris everywhere. What am I?," pull you down without a touch, Keeping you grounded, I'm a force as such, without me, you'd float away,  What am I? I'm here to stay, I am the force of _______.","I pull you down without a touch,
Keeping you grounded, I'm a force as such,
Without me, you'd float away, 
What am I? I'm here to stay,
I am the force of _______."
Gold,[],"I drive men mad  For love of me,  Easily beaten,  Never free.What Am I?"," am worth more than silver, but less than platinum, I am often found in jewelry and rare treasure hunts, I is a coveted prize for athletes and artists alike, What am I?","I am worth more than silver, but less than platinum,
I am often found in jewelry and rare treasure hunts,
I am a coveted prize for athletes and artists alike,
What am I? I am sought after, but not always mined,
I am shiny and yellow, I am a symbol of wealth and pride. What am I?"
envelope,"['a drawer', 'an envelope', 'koverta', 'mailing a letter', 'protect']","I'm made of eight letters,But hold a ninth inside;Pay a very small fee,And send me for a ride.What am I?"," have a secret inside,  But I'm not a book or a bride.  I can hold your words so tight,  And keep them safe all through the night.  What am I?","I have a secret inside, 
But I'm not a book or a bride. 
I can hold your words so tight, 
And keep them safe all through the night. 
What am I?"
tree,"['a forest', 'a tree', 'branches', 'branch']","I grow up super tall. When I die, I give a mighty fall. What am I?"," have branches, but no arms, I have leaves, but not mouth. I grow strong and tall, but never move from my spot. What am I?","I have branches, but no arms,
I have leaves, but no mouth.
I grow strong and tall,
But never move from my spot.
What am I?"
nose,"['a nose', 'body', 'a coffin', 'arms']",What is it that smells most in a perfume shop?," am above your mouth,  But not quite your eyes, I help you breathe, and I'm where your glasses lie. What am I?","I am above your mouth, 
But not quite your eyes,
I help you breathe,
And I'm where your glasses lie.
What am I?"
justice,"['Department of Justice', 'court', 'pravda', 'Pravda']","I cut through evil   like a double edged sword,   And chaos flees at my approach.    Balance I single-handedly upraise,   Through battles fought with heart and mind,   Instead of with my gaze.     What am I?",", here's a riddle for the word ""justice"":  I am what is fair and right, I seek to balance the scales in every fight. Blind to wealth and power, I see only truth, In courts and laws, I am the proof. What am I?","Sure, here's a riddle for the word ""justice"":

I am what is fair and right,
I seek to balance the scales in every fight.
Blind to wealth and power, I see only truth,
In courts and laws, I am the proof.
What am I?"
daughter,"['brother', 'a house', 'boy', 'brat', 'bratwurst']","A father's child, a mother's child, yet no one's son. Who am I?"," am the female child, A special part of the family, I bring joy and love, Who am I? A father's _______.","I am the female child,
A special part of the family,
I bring joy and love,
Who am I? A father's _______."
corner,"['a corner', 'angle', 'edge', 'the corner']",Send poorly behaved children to me and let them sit here what am i ??," am where two lines meet,  But I'm not a curve or a beat.  I'm often found on a street,  And if you're in a race, I'm where you might like a seat.","I am where two lines meet, 
But I'm not a curve or a beat. 
I'm often found on a street, 
And if you're in a race, I'm where you might take a seat. 
What am I?"
