Words,DFSConcepts,GoldRiddle,GenRiddle
sword,"['sharp', 'killing', 'killing someone', 'death', 'life', 'finite', 'mortal', 'a war', 'guilt', 'a sheath']","A dragon's tooth in a mortals hand,   I kill, I mame, I seperate the land.    What am I?","

I am sharp and long,
Used for killing and making someone gone,
With just one strike,
Death is what I bring, alike. 
What am I?"
teabag,['袋茶'],"What goes in dry and comes out wet.  The longer it's in, the better it gets.  When it comes out, it's sagging wet.  What is it?","

I offer a warm embrace,
But do not have a face.
I'm often dunked in hot water,
But never make a splash or bother.
I'm often found with a string to hold,
And when I'm done, I'm thrown and sold.
What am I? "
jet stream,[],Always traveling round the pole.I give a push but never pull.Never touching earth or ground.Never counting times around. What am I?,"

I am a current in the sky,
Pushing fast, never shy.
My name is sharp and slick,
I'm the fastest way to travel, take your pick.

What am I?"
reed,[],"I am the thing that makes oboes, clarinets, and Saxaphones play  What am I?","

I am thin and tall, yet not a tree
I can be found near water, that is key
My name starts with ""R"" and ends with ""D""
Can you guess what I could possibly be?"
elevator,"['a building', 'at hotel']",I have buttons but I'm not a shirt. I have doors but I'm not a house. I go up and down but I'm not an umbrella. I need at least two stories but I'm not a book of fairytales. I'm found in tall buildings but I'm not a penthouse. What am I?,"

I am tall and mighty, yet cannot fly,
Inside a building, you'll see me up high,
I'll take you up and down with just a push,
At a hotel, I am quite the plush.
What am I?"
key,"['open a lock', 'open doors']","If I turn my head, you may go where you want, but if I turn again, you could stay and rot. What am I?","

I am small and sleek,
But I hold great power,
I can open a lock,
And open doors by the hour.
What am I?"
ocean,['any ocean'],"I come across as flat, But theirs more to me than my surface; You climb my moutains from top to bottom, And fall from bottom to top. What am I?","

I am vast and deep, with waves that roar
A home to creatures both big and small 
But if you dare to dive and explore 
You'll find me the greatest treasure of all 
What am I?"
tomato,['red'],"I was a stage critic in the days of old. Some thought I was poisonous, others knew better. I'm often thought to be something I'm not, and I'm usually round and never bitter. What am I?","

I am round and plump, 
A staple in many meals. 
My color is vibrant, 
A hue that often appeals. 
Crunchy or juicy, 
I'm a fruit that you'll want, oh! 
A tasty addition, 
To any dish, don't you know? 
What am I? 
A vibrant, red, tasty tomato."
fork,"['the kitchen', 'a table', 'eating food']","Three or four, I can stab through or rule the seas. You know my cousins. What am I?","

I help scoop up your food,
And I can help you chew.
I can also twirl spaghetti,
And even scrape your plate, too.
Found in the kitchen, by the table,
I'm a must-have for meals,
In a set or all alone,
I'm used to get one's fill. 
What am I?"
sun,"['dry your laundry', 'star', 'space', 'the night sky']","The fuel for life, Important parts of the day, Even if it is a long time away. Long lasting use, Long lasting fuse, Until my explosive death day. What am I?","

I am a beacon of warmth and light,
But in space, I'm such a sight,
I can dry your laundry with ease,
And grace your night sky as a star, you'll agree."
compass,['a backpack'],I have a magnet but I dont stick to metal. I have a needle but I cant sew. I sometimes have scales but I cant weigh anything. I help you find your way but I'm not a map. I have N E W S on me but I'm not a TVWhat am I?,"

I'm in a backpack, yet I'm never misplaced
I'll always guide you, no matter the race
With North, South, East, and West in my grasp
Wherever you wander, I'll help you map
What am I?"
Eve,[],"I am the only woman.of that there is no fear, who can claim to have been the most beautiful when I was alive, from the beginning of time until this year.  Who am I?","
I am the first woman ever made
From Adam's rib, I was created
In many stories, I was portrayed
But in the Bible, my name stayed
Who am I?"
photo frame,[],"I have lot of memories, but I own nothing. What am I?","

I am often seen but never heard,
A border for memories, not a word.
I hold precious moments, frozen in time,
But take me away and they're left behind. 
What am I?"
key,"['open a lock', 'open doors']","No matter how hard you try, I can open what you can't. If it wasn't for me, on your front porch you would stand. What am I?","

I am used to open locks and doors with ease,
With my teeth, I can turn and release.
Without me, security would be in disarray,
Can you guess who I am, from what I say?"
sun,"['dry your laundry', 'star', 'space', 'the night sky']",I am said to be strong and unbreakable yet gental and kind. I may be suppressed but not ignored. I can be lost but may be found. I can die yet still live on. What am I?,"

I dry your laundry and light up the night,
In space I am a ball of fiery might.
Sometimes I'm a star, but never a gun,
Can you guess who am I? I am the ________."
gun,"['a gun', 'kill someone']","Once you are in my sight, you are gone in a flash, and people tend to use me for cash. I am often used as a dire assist, and people often believe that I cause harm, when I am but its catalyst. What am I?","
Though used for good or in crime, 
In skilled hands, I am quite sublime. 
With one pull of my trigger, 
I can end a life in just a flicker. 
Some see me as a protector, others a villain, 
But in the hands of a killer, I am never willing. 
What am I?"
thought,['some thought'],"Whoever makes me can hear me, but nobody else can.What am I?","

I am a product of your mind,
An idea you can find.
I am elusive and always sought,
Can you unravel the mysteries I've brought?
What am I, this elusive thought?"
coals,['make some trains go'],"I am black when you buy me, I am red when you use me, then am grey when you through me away What am I?","

I am black as night,
But help make trains go in flight.
I am the fuel that they need,
A fiery helper indeed.
What am I? Coals!"
water,[],"When it rains, I never get any wetter.  What am I?","

What always flows but never speaks,
Bringing life to all it seeks?
Clear and pure, yet can take form,
A precious resource in any storm. 
What am I, this liquid matter?
A thirst quencher, the essence of nature."
house,['a house'],My body is usually made of brick or wood and I come with a lot of windows and doors. Keep me nice and clean for visitors and I will keep you warm and cozy. You can sell me when your family grows. What am I?,"

I am a place, tucked away.
Families stay, to rest and play.
With windows, doors, and walls so stout,
Without me, where would they go about?
What am I? "
tree,[],"My veins extend beneath the earth, My hands raised toward the sky, I can seem to live forever, Though many times I die.  I cry when I am wounded, Sweet tears that help me heal, I mourn and take off all my clothes, When bitterness I feel.  What am I?","

I am tall and strong, but have no hands or feet, 
With branches and leaves, I provide a shady retreat. 
Some people climb me, others chop me down, 
I am a home for birds, and my trunk is brown. 
What am I?"
past,[],"Half-way up the hill, I see thee at last. Lying beneath me with thy sounds and sights - A city in the twilight, dim and vast, With smoking roofs, soft bells, and gleaming lights. What is it?","

I can be broken, but not touched
I can be lost, but not found
I cannot be seen, but still exist
I am always behind, what am I?"
clock,['time'],"Before a certain time, Students are always looking at me. After a certain time, They run away from my dwelling. What am I?","

Tick, tock, goes the sound,
But what is it that time has found?
It tells the hour, minute, and second,
A useful tool that should never be neglected. 
What am I?"
