Word,PQConcepts,GenRiddle,mFlag,GoldRiddle
clock,"['a clock', 'a desk', 'a house', 'continue to tick', 'device', 'a device']","I have a face but no eyes,
I have hands but cannot hold,
I tick and tock but never speak,
I govern time but have no soul.
What am I?"," have a face but no eyes, I have hands but cannot hold,I tick and tock but never bite,I govern time but have no soul.What am I?","I can be a square, I can be a circle. I can be on any kind of decoration piece you want. I can sound like a wind chime or a bird.  I can glow in the dark.  I can be carried around in your pocket or sit on your dashboard. I can talk or not talk, use my hands or not use my hands. Either way I get my message across. What am I?"
bell,['chime'],"Sure! 

I ring and chime,
But I'm not a clock,
I'm used in churches,
And can be round or tall,
What am I?","! I ring and chime, but I'm not a clock,I'm used in churches,And can be round or round,What am I?","I can speak with my hard metal tongue. But I cannot breathe, for I have no lung. What am I?"
dog,"['a bone', 'a canine', 'a kennel', 'a loyal friend', 'animal', 'a zoo', 'an animal']","I am a loyal companion,
With fur so soft and brown,
I'll wag my tail and play,
But please don't let me roam around. 
What am I?"," am a loyal companion,With fur so soft and brown,I'll wag my tail and play, but please don't let me run amok. What am I?","Forward I am an animal, but backward I am one who no man can ever see. What am I?"
soda,"['a beverage', 'a can', 'a drink', 'a soda', 'carbonated', 'berkarbonat', 'brusende']","I can make you fizzy and sweet, I come in a variety of flavors to meet. I am carbonated and cold, quenching your thirst and leaving you feeling bold. What am I?"," can make you fizzy and sweet, I come in a variety of flavors to suit every taste. I am carbonated and cold, quenching your thirst and leaving you feeling bold. What am I?","Part carbon, part water, I am poison to the fishes. Many have falsely claimed my name, for I am the pause that refreshes. What am I?"
Apple,[],"I am sweet and red, 
A favorite snack before bed, 
I grow on a tree, 
And first in the alphabet, you see. 
What am I?"," am sweet and red, A favorite snack before bed, I grow on a tree, and first in a row, you see. What am I?","I__ red, but I can be green. At times, I might even be yellow. What am I?"
fart,"['clear the room', 'eat beans', 'eat lots of beans', 'flatulate', 'accompanying']","I am a bodily function that can be quite rude
Often with a sound that is lewd
I come from the back end
And make people cringe and clench
What am I, this gas that will elude?
Hint: I start with an ""f"" and end with a ""t"""," am a bodily function that can be quite rudeOften with a sound that is lewdI come from the back endAnd make people squeak and clenchWhat am I, this gas that will elude?Hint: I start with an ""f"" and end with a ""t""","Sometimes I am born in silence, Other times, no. I am unseen, But I make my presence known. In time, I fade without a trace. I harm no one, but I am unpopular with all. What am I?"
rope,"['a backpack', 'a boat', 'a rope', 'trip a person']","I am a lifeline in a bind,
Strong and sturdy, yet flexible and kind.
I tie things in place, or help you climb steep,
What am I? I am a... ?"," am a lifeline in a bind,Strong and sturdy, yet flexible and kind.",I am a piece of equipment that has hundreds of uses; I can even be used to save a life! I am not a medicine and I am non-electric. I come in all shapes and sizes. It doesn't require much specialist training to be used. What am I?
gravity,"['a force of nature', 'a property of matter', 'force']","I pull you down without a touch,
Keeping you grounded, I'm a force as such,
Without me, you'd float away, 
What am I? I'm here to stay,
I am the force of _______."," pull you down without a touch, keep you grounded, I'm a force as such, without me, you'd float away, What am I? I'm here to stay,I am the force of _______.",I am what bring things together. Without me everything you see would be a total mass or debris everywhere. What am I?
Gold,[],"I am worth more than silver, but less than platinum,
I am often found in jewelry and rare treasure hunts,
I am a coveted prize for athletes and artists alike,
What am I? I am sought after, but not always mined,
I am shiny and yellow, I am a symbol of wealth and pride. What am I?"," am worth more than silver, but less than platinum, I am often found in jewelry and rare treasure hunts,I am a coveted prize for athletes and artists alike,What am I?","I drive men mad  For love of me,  Easily beaten,  Never free.What Am I?"
envelope,"['a drawer', 'an envelope', 'koverta', 'mailing a letter', 'protect']","I have a secret inside, 
But I'm not a book or a bride. 
I can hold your words so tight, 
And keep them safe all through the night. 
What am I?"," have a secret inside, but I'm not a book or a bride. What am I?","I'm made of eight letters,But hold a ninth inside;Pay a very small fee,And send me for a ride.What am I?"
tree,"['a forest', 'a tree', 'branches', 'branch']","I have branches, but no arms,
I have leaves, but no mouth.
I grow strong and tall,
But never move from my spot.
What am I?"," have branches, but no arms,I have leaves, but not a mouth.What am I?","I grow up super tall. When I die, I give a mighty fall. What am I?"
nose,"['a nose', 'body', 'a coffin', 'arms']","I am above your mouth, 
But not quite your eyes,
I help you breathe,
And I'm where your glasses lie.
What am I?"," am above your mouth, but not quite your eyes,I help you breathe,and I'm where your glasses go.",What is it that smells most in a perfume shop?
justice,"['Department of Justice', 'court', 'pravda', 'Pravda']","Sure, here's a riddle for the word ""justice"":

I am what is fair and right,
I seek to balance the scales in every fight.
Blind to wealth and power, I see only truth,
In courts and laws, I am the proof.
What am I?",", here's the rub for the word ""justice"":I am what is fair and right,I seek to balance the scales in every fight.Blind to wealth and power, I see only truth,In courts and laws, I am the proof.","I cut through evil   like a double edged sword,   And chaos flees at my approach.    Balance I single-handedly upraise,   Through battles fought with heart and mind,   Instead of with my gaze.     What am I?"
daughter,"['brother', 'a house', 'boy', 'brat', 'bratwurst']","I am the female child,
A special part of the family,
I bring joy and love,
Who am I? A father's _______."," am the female child,A special part of the family,I bring life and love,Who am I? A father's _______.","A father's child, a mother's child, yet no one's son. Who am I?"
corner,"['a corner', 'angle', 'edge', 'the corner']","I am where two lines meet, 
But I'm not a curve or a beat. 
I'm often found on a street, 
And if you're in a race, I'm where you might take a seat. 
What am I?"," am where two lines meet, but I'm not a square peg in a round hole. I'm often found on a street, and if you're in a race, I'm where you might take a seat.",Send poorly behaved children to me and let them sit here what am i ??
human ear,[],"I am the receiver of sound,
But also a delicate thing,
Attached to the side of the head,
What am I, you must find."," am the receiver of sound,But also a delicate thing,Attached to the side of the head,What am I, you must ask.","My timpani play a rhythmic song, With hammer on anvil I play along. Down my canal no ship sets course, And I have a stirrup that fits no horse.  What am I?"
waterfall,['a waterfall'],"I am a natural wonder,
But I'm not a plain old thunder.
I cascade and flow,
In a continuous show.
What am I, can you ponder?"," am a natural wonder,But I'm not a plain old thunder.I cascade and roll,In a continuous show.What am I, can you ponder?","This old one runs forever, but never moves at all. He has not lungs nor throat, but still a mighty roaring call. What is it?"
human life,[],"I carry moments and memories
And cherish all that I see
I'm fragile yet resilient
And unpredictable as can be
What am I?", carry moments and memoriesAnd cherish all that I seeI'm fragile yet resilientAnd as tenacious as can beWhat am I?,"I am everywhere you look, no matter time of day.  You   can see me in the people's faces as they walk away.  I've been around forever, I am not about to leave.  Many have fought to save me, because it's what they believe.  I have been at every war, since the first I can remember.  And suprisingly enough, in those days I was lost every december.  What am I?"
